Date,Open,High,Low,Close,Volume,Adj Close
2007-01-03,63.580002,64.019997,62.0,62.279999,8061900.0,62.279999
2007-01-04,62.07,62.5,61.52,61.650002,4858600.0,61.650002
2007-01-05,60.75,60.779999,59.66,60.169998,12500100.0,60.169998
2007-01-08,60.380001,60.540001,59.849998,60.48,3478700.0,60.48
2007-01-09,60.139999,61.09,60.060001,60.849998,4170400.0,60.849998
2007-01-10,60.459999,60.82,60.060001,60.59,3766000.0,60.59
2007-01-11,60.700001,61.07,60.529999,60.630001,4640000.0,60.630001
2007-01-12,61.0,62.279999,60.900002,62.169998,5840200.0,62.169998
2007-01-16,62.200001,62.299999,61.740002,61.970001,3201000.0,61.970001
2007-01-17,61.970001,62.900002,61.970001,62.639999,4516200.0,62.639999
2007-01-18,62.990002,63.16,62.150002,62.259998,4460100.0,62.259998
2007-01-19,62.52,63.130001,62.27,63.0,3258400.0,63.0
2007-01-22,63.009998,63.48,62.650002,62.720001,3941200.0,62.720001
2007-01-23,63.68,64.290001,63.669998,64.230003,6322000.0,64.230003
2007-01-24,63.709999,64.410004,63.369999,64.330002,5241200.0,64.330002
2007-01-25,64.800003,64.879997,63.98,64.059998,5985700.0,64.059998
2007-01-26,64.160004,64.309998,63.759998,64.169998,3493900.0,64.169998
2007-01-29,63.849998,64.290001,63.66,63.77,3487300.0,63.77
2007-01-30,63.919998,64.230003,63.830002,64.220001,3094200.0,64.220001
2007-01-31,63.990002,64.980003,63.950001,64.830002,5900900.0,64.830002
2007-02-01,65.449997,65.629997,65.059998,65.220001,6284700.0,65.220001
2007-02-02,64.760002,64.800003,63.799999,64.279999,9078500.0,64.279999
2007-02-05,64.68,64.690002,64.239998,64.309998,2553500.0,64.309998
2007-02-06,65.050003,65.099998,64.529999,64.790001,2928800.0,64.790001
2007-02-07,64.779999,65.150002,64.480003,64.629997,3075300.0,64.629997
2007-02-08,64.919998,65.610001,64.830002,65.519997,4769900.0,65.519997
2007-02-09,65.269997,66.379997,65.220001,66.120003,6816500.0,66.120003
2007-02-12,66.0,66.110001,65.410004,65.669998,4113500.0,65.669998
2007-02-13,66.129997,66.339996,65.550003,65.839996,4143300.0,65.839996
2007-02-14,66.230003,66.660004,65.970001,66.370003,4174600.0,66.370003
2007-02-15,66.220001,66.529999,65.709999,66.410004,7673400.0,66.410004
2007-02-16,65.940002,66.389999,65.760002,66.360001,3200400.0,66.360001
2007-02-20,66.099998,66.099998,65.0,65.309998,4810700.0,65.309998
2007-02-21,65.309998,67.709999,65.199997,67.349998,11076700.0,67.349998
2007-02-22,67.440002,67.559998,66.970001,67.150002,6562800.0,67.150002
2007-02-23,67.349998,68.290001,67.349998,67.720001,8126200.0,67.720001
2007-02-26,67.970001,68.230003,67.629997,68.099998,5254200.0,68.099998
2007-02-27,67.339996,68.330002,65.07,65.410004,15208600.0,65.410004
2007-02-28,66.730003,66.93,65.540001,66.480003,8924200.0,66.480003
2007-03-01,66.230003,66.75,65.580002,65.82,7108000.0,65.82
2007-03-02,64.589996,65.0,63.34,63.709999,13732200.0,63.709999
2007-03-05,63.119999,63.779999,62.619999,62.93,9829800.0,62.93
2007-03-06,63.66,64.370003,63.459999,64.150002,6992700.0,64.150002
2007-03-07,64.139999,64.639999,63.549999,64.300003,6131800.0,64.300003
2007-03-08,64.790001,65.040001,64.43,64.480003,4285000.0,64.480003
2007-03-09,64.82,65.220001,64.150002,64.25,9025500.0,64.25
2007-03-12,64.540001,64.739998,63.959999,64.370003,4558800.0,64.370003
2007-03-13,64.290001,64.690002,63.57,63.720001,4332100.0,63.720001
2007-03-14,63.34,64.059998,63.09,63.939999,7417000.0,63.939999
2007-03-15,64.029999,64.459999,63.880001,63.98,7037700.0,63.98
2007-03-16,64.540001,64.989998,64.379997,64.620003,5040100.0,64.620003
2007-03-19,64.879997,64.940002,64.629997,64.739998,2990500.0,64.739998
2007-03-20,64.93,65.540001,64.93,65.269997,4416300.0,65.269997
2007-03-21,65.540001,65.900002,65.120003,65.82,5059000.0,65.82
2007-03-22,65.779999,66.129997,65.599998,65.760002,4719700.0,65.760002
2007-03-23,65.790001,65.900002,64.900002,65.150002,5593000.0,65.150002
2007-03-26,65.360001,65.970001,65.360001,65.839996,3928800.0,65.839996
2007-03-27,65.879997,65.970001,65.5,65.699997,3261700.0,65.699997
2007-03-28,66.139999,66.480003,65.769997,66.050003,6310000.0,66.050003
2007-03-29,65.970001,66.0,64.93,65.650002,5448300.0,65.650002
2007-03-30,65.739998,66.209999,65.489998,65.739998,4290200.0,65.739998
2007-04-02,65.739998,66.139999,65.029999,65.849998,5378100.0,65.849998
2007-04-03,65.669998,66.220001,65.650002,65.830002,4141700.0,65.830002
2007-04-04,66.089996,66.980003,66.0,66.809998,7126100.0,66.809998
2007-04-05,66.699997,66.959999,66.589996,66.860001,3592700.0,66.860001
2007-04-09,66.879997,67.199997,66.459999,66.529999,3297300.0,66.529999
2007-04-10,67.160004,67.550003,66.980003,67.160004,2741900.0,67.160004
2007-04-11,67.260002,67.5,66.809998,67.080002,4357100.0,67.080002
2007-04-12,67.059998,67.25,66.480003,66.989998,6021900.0,66.989998
2007-04-13,67.489998,67.970001,67.190002,67.839996,5062700.0,67.839996
