Date,Open,High,Low,Close,Volume,Adjusted Close,change
2016-03-29,17512.580078,17642.810547,17434.269531,17633.109375,86160000.0,17633.109375,-0.004715944216591272
2016-03-28,17526.080078,17583.810547,17493.029297,17535.390625,70460000.0,17535.390625,-0.005541776434424217
2016-03-24,17485.330078,17517.140625,17399.009766,17515.730469,84100000.0,17515.730469,-0.0011211701193569734
2016-03-23,17588.810547,17588.810547,17486.269531,17502.589844,84240000.0,17502.589844,-0.0007502184977815629
2016-03-22,17602.710938,17648.939453,17540.419922,17582.570312,95450000.0,17582.570312,0.004569636191721571
2016-03-21,17589.699219,17644.970703,17551.279297,17623.869141,84410000.0,17623.869141,0.0023488504960968992
2016-03-18,17481.490234,17620.580078,17481.490234,17602.300781,321230000.0,17602.300781,-0.0012238152602835894
2016-03-17,17321.380859,17529.009766,17297.650391,17481.490234,117990000.0,17481.490234,-0.006863338406897568
2016-03-16,17249.339844,17379.179688,17204.070312,17325.759766,118710000.0,17325.759766,-0.008908306209336692
2016-03-15,17217.150391,17251.699219,17120.349609,17251.529297,92830000.0,17251.529297,-0.004284399068355316
2016-03-14,17207.490234,17275.070312,17161.160156,17229.130859,96350000.0,17229.130859,-0.0012983450692626297
2016-03-11,17014.990234,17220.089844,17014.990234,17213.310547,123420000.0,17213.310547,-0.000918230416233401
2016-03-10,17006.050781,17130.109375,16821.859375,16995.130859,117570000.0,16995.130859,-0.012675056747757596
2016-03-09,16969.169922,17048.5,16947.939453,17000.359375,116690000.0,17000.359375,0.0003076478812300554
2016-03-08,17050.669922,17072.789062,16921.509766,16964.099609,108380000.0,16964.099609,-0.0021328823232596994
2016-03-07,16991.289062,17099.25,16940.480469,17073.949219,100290000.0,17073.949219,0.0064754164695965954
2016-03-04,16945.0,17062.380859,16898.839844,17006.769531,106910000.0,17006.769531,-0.00393463088933399
2016-03-03,16896.169922,16944.310547,16820.730469,16943.900391,91110000.0,16943.900391,-0.0036967126464202416
2016-03-02,16851.169922,16900.169922,16766.320312,16899.320312,104470000.0,16899.320312,-0.002631039959588022
2016-03-01,16545.669922,16865.560547,16545.669922,16865.080078,105050000.0,16865.080078,-0.0020261308364980524
2016-02-29,16634.150391,16726.119141,16510.400391,16516.5,126220000.0,16516.5,-0.020668747280643607
2016-02-26,16712.699219,16795.980469,16623.910156,16639.970703,98480000.0,16639.970703,0.0074755973117790475
2016-02-25,16504.380859,16697.980469,16458.419922,16697.289062,94120000.0,16697.289062,0.003444618985396719
2016-02-24,16418.839844,16507.390625,16165.860352000002,16484.990234,93620000.0,16484.990234,-0.012714568647143598
2016-02-23,16610.390625,16610.390625,16403.529297,16431.779297,98170000.0,16431.779297,-0.0032278415846588304
2016-02-22,16417.130859,16664.240234,16417.130859,16620.660156,102240000.0,16620.660156,0.011494851262667805
2016-02-19,16410.960938,16410.960938,16278.0,16391.990234,134340000.0,16391.990234,-0.013758173252670258
2016-02-18,16483.759766,16511.839844,16390.429688,16413.429688,104950000.0,16413.429688,0.0013079225703496178
2016-02-17,16217.980469,16486.119141,16217.980469,16453.830078,124080000.0,16453.830078,0.002461422796329771
2016-02-16,16012.389647999998,16196.410156,16012.389647999998,16196.410156,142030000.0,16196.410156,-0.015644984832084097
2016-02-12,15691.620116999999,15974.040038999998,15691.620116999999,15973.839844,132550000.0,15973.839844,-0.013741953300531073
2016-02-11,15897.820312,15897.820312,15503.009766,15660.179688,172070000.0,15660.179688,-0.019635864580038076
2016-02-10,16035.610352000002,16201.889647999998,15899.910156,15914.740234,122290000.0,15914.740234,0.01625527618913991
2016-02-09,16005.410156,16136.620116999999,15881.110352000002,16014.379883000001,127740000.0,16014.379883000001,0.006260840424346492
2016-02-08,16147.509766,16147.509766,15803.549805,16027.049805,165880000.0,16027.049805,0.0007911590765652399
2016-02-05,16417.949219,16423.630859,16129.80957,16204.969727000002,139010000.0,16204.969727000002,0.011101227247980239
2016-02-04,16329.669922,16485.839844,16266.160156,16416.580078,131490000.0,16416.580078,0.013058361389433726
2016-02-03,16186.200195,16381.69043,15960.450195,16336.660156,141870000.0,16336.660156,-0.004868244276230227
2016-02-02,16420.210938,16420.210938,16108.44043,16153.540038999998,126210000.0,16153.540038999998,-0.011209152620632046
2016-02-01,16453.630859,16510.980469,16299.469727000002,16449.179688,114450000.0,16449.179688,0.018301848900379225
2016-01-29,16090.259766,16466.300781,16090.259766,16466.300781,217940000.0,16466.300781,0.0010408478310011127
2016-01-28,15960.280272999998,16102.139647999998,15863.719727000002,16069.639647999998,130120000.0,16069.639647999998,-0.024089268031451172
2016-01-27,16168.740234,16235.030272999998,15878.299805,15944.459961000002,138350000.0,15944.459961000002,-0.0077898253938492035
2016-01-26,15893.160156,16185.790038999998,15893.160156,16167.230469,118210000.0,16167.230469,0.013971655894579937
2016-01-25,16086.459961000002,16086.459961000002,15880.150391,15885.219727000002,123250000.0,15885.219727000002,-0.017443355096640856
2016-01-22,15921.099609,16136.790038999998,15921.099609,16093.509766,145850000.0,16093.509766,0.013112191243157323
2016-01-21,15768.870116999999,16038.589844,15704.660156,15882.679688,145140000.0,15882.679688,-0.013100316901997977
2016-01-20,15989.450195,15989.450195,15450.55957,15766.740234,191870000.0,15766.740234,-0.007299741370947355
2016-01-19,16009.450195,16171.959961000002,15900.25,16016.019531,144360000.0,16016.019531,0.01581045246514834
2016-01-15,16354.330078,16354.330078,15842.110352000002,15988.080078,239210000.0,15988.080078,-0.0017444692138343099
2016-01-14,16159.009766,16482.050781,16075.120116999999,16379.049805,158830000.0,16379.049805,0.024453825918596905
2016-01-13,16526.630859,16593.509766,16123.200195,16151.410156,153530000.0,16151.410156,-0.013898220697180497
2016-01-12,16419.109375,16591.349609,16322.070312,16516.220703,117480000.0,16516.220703,0.022586916156325687
2016-01-11,16358.709961000002,16461.849609,16232.030272999998,16398.570312,127790000.0,16398.570312,-0.007123323980444796
2016-01-08,16519.169922,16651.890625,16314.570312,16346.450195,141850000.0,16346.450195,-0.003178332989300925
2016-01-07,16888.359375,16888.359375,16463.630859,16514.099609,176240000.0,16514.099609,0.010256013507524697
2016-01-06,17154.830078,17154.830078,16817.619141,16906.509766,120250000.0,16906.509766,0.023762128501764623
2016-01-05,17147.5,17195.839844,17038.609375,17158.660156,105750000.0,17158.660156,0.014914396495194548
2016-01-04,17405.480469,17405.480469,16957.630859,17148.939453,148060000.0,17148.939453,-0.0005665187672945216
2015-12-31,17590.660156,17590.660156,17421.160156,17425.029297,93690000.0,17425.029297,0.01609952876425269
2015-12-30,17711.939453,17714.130859,17588.869141,17603.869141,59760000.0,17603.869141,0.01026338842545238
2015-12-29,17547.369141,17750.019531,17547.369141,17720.980469,69860000.0,17720.980469,0.006652590238088285
2015-12-28,17535.660156,17536.900391,17437.339844,17528.269531,59770000.0,17528.269531,-0.010874733389448332
2015-12-24,17593.259766,17606.339844,17543.949219,17552.169922,40350000.0,17552.169922,0.0013635339733752971
2015-12-23,17427.630859,17607.919922,17427.630859,17602.609375,92820000.0,17602.609375,0.002873687596698593
2015-12-22,17253.550781,17451.109375,17242.859375,17417.269531,91570000.0,17417.269531,-0.010529111909011957
2015-12-21,17154.939453,17272.359375,17116.730469,17251.619141,114910000.0,17251.619141,-0.009510697971640836
2015-12-18,17495.039062,17496.580078,17124.310547,17128.550781,344560000.0,17128.550781,-0.0071337280862823205
2015-12-17,17756.539062,17796.759766,17493.5,17495.839844,115780000.0,17495.839844,0.021443090410626864
2015-12-16,17530.849609,17784.359375,17483.679688,17749.089844,123790000.0,17749.089844,0.014474869583745553
2015-12-15,17374.779297,17627.630859,17341.179688,17524.910156,123430000.0,17524.910156,-0.012630489223411034
2015-12-14,17277.109375,17378.019531,17138.470703,17368.5,142540000.0,17368.5,-0.008925018993404144
2015-12-11,17574.75,17574.75,17230.5,17265.210938,134510000.0,17265.210938,-0.005946918962489556
2015-12-10,17493.169922,17697.740234,17474.660156,17574.75,107310000.0,17574.75,0.017928484228288077
2015-12-09,17558.179688,17767.689453,17403.509766,17492.300781,122020000.0,17492.300781,-0.004691345196944363
2015-12-08,17703.990234,17703.990234,17485.390625,17568.0,113720000.0,17568.0,0.004327573596391687
2015-12-07,17845.490234,17845.490234,17639.25,17730.509766,99670000.0,17730.509766,0.009250328210382408
2015-12-04,17482.679688,17866.470703,17482.679688,17847.630859,137650000.0,17847.630859,0.006605624685681155
2015-12-03,17741.570312,17780.589844,17425.560547,17477.669922,126990000.0,17477.669922,-0.020728854150041998
2015-12-02,17883.140625,17901.580078,17708.199219,17729.679688,102860000.0,17729.679688,0.014418956710172237
2015-12-01,17719.720703,17895.5,17719.720703,17888.349609,103880000.0,17888.349609,0.008949395803658833
2015-11-30,17802.839844,17837.240234,17719.789062,17719.919922,155560000.0,17719.919922,-0.009415607961690275
2015-11-27,17806.039062,17830.359375,17749.320312,17813.390625,82540000.0,17813.390625,0.0052748942101004115
2015-11-25,17820.810547,17854.919922,17801.830078,17813.390625,82540000.0,17813.390625,0.0
2015-11-24,17770.900391,17862.599609,17683.509766,17812.189453,127170000.0,17812.189453,-6.743084600158156e-05
2015-11-23,17823.609375,17868.179688,17751.529297,17792.679688,134680000.0,17792.679688,-0.0010953041484023096
2015-11-20,17732.75,17914.339844,17732.75,17823.810547,153140000.0,17823.810547,0.0017496442101971876
2015-11-19,17739.830078,17772.970703,17681.980469,17732.75,114630000.0,17732.75,-0.005108927003004249
2015-11-18,17485.490234,17752.160156,17485.490234,17737.160156,106810000.0,17737.160156,0.0002487011884790835
2015-11-17,17486.990234,17599.330078,17451.410156,17489.5,167190000.0,17489.5,-0.013962785125792854
2015-11-16,17229.939453,17483.009766,17210.429688,17483.009766,137590000.0,17483.009766,-0.00037109317018790833
2015-11-13,17439.25,17439.25,17238.890625,17245.240234,134640000.0,17245.240234,-0.01360003427226808
2015-11-12,17691.929688,17691.929688,17443.5,17448.070312,113660000.0,17448.070312,0.01176151072689069
2015-11-11,17769.5,17807.179688,17696.910156,17702.220703,95230000.0,17702.220703,0.014566103096524508
2015-11-10,17724.130859,17768.660156,17657.720703,17758.210938,108640000.0,17758.210938,0.003162893285502344
2015-11-09,17900.779297,17900.779297,17667.779297,17730.480469,121210000.0,17730.480469,-0.0015615575857735875
2015-11-06,17855.220703,17912.039062,17768.599609,17910.330078,107450000.0,17910.330078,0.010143527092480564
2015-11-05,17871.25,17929.509766,17779.189453,17863.429688,98910000.0,17863.429688,-0.002618622314370933
2015-11-04,17929.580078,17964.119141,17828.830078,17867.580078,99890000.0,17867.580078,0.0002323400417774124
2015-11-03,17819.740234,17977.849609,17796.019531,17918.150391,92290000.0,17918.150391,0.002830283271670675
2015-11-02,17672.619141,17845.900391,17655.019531,17828.759766,100840000.0,17828.759766,-0.00498883104837089
2015-10-30,17756.599609,17799.960938,17662.869141,17663.539062,149250000.0,17663.539062,-0.009267089027419684
2015-10-29,17771.5,17786.0,17684.720703,17755.800781,90300000.0,17755.800781,0.005223286153253737
2015-10-28,17586.689453,17779.949219,17556.710938,17779.519531,115630000.0,17779.519531,0.0013358310499507198
2015-10-27,17608.890625,17635.179688,17540.570312,17581.429688,113960000.0,17581.429688,-0.011141462099390043
2015-10-26,17649.570312,17660.699219,17602.509766,17623.050781,116660000.0,17623.050781,0.0023673326765005775
2015-10-23,17525.109375,17679.369141,17525.109375,17646.699219,158090000.0,17646.699219,0.0013419037540023382
2015-10-22,17180.880859,17505.179688,17180.880859,17489.160156,152420000.0,17489.160156,-0.008927395488804835
2015-10-21,17225.929688,17314.990234,17153.130859,17168.609375,107100000.0,17168.609375,-0.018328540544014116
2015-10-20,17228.470703,17264.880859,17147.990234,17217.109375,106670000.0,17217.109375,0.002824923029038251
2015-10-19,17209.429688,17235.949219,17129.189453,17230.539062,118430000.0,17230.539062,0.0007800198458109975
2015-10-16,17141.75,17220.019531,17107.349609,17215.970703,145880000.0,17215.970703,-0.0008454964146844546
2015-10-15,16944.859375,17144.419922,16933.570312,17141.75,122960000.0,17141.75,-0.004311154118487481
2015-10-14,17079.080078,17111.380859,16887.669922,16924.75,120110000.0,16924.75,-0.012659150903495897
2015-10-13,17113.550781,17172.810547,17034.449219,17081.890625,99400000.0,17081.890625,0.009284664470671666
2015-10-12,17082.289062,17139.210938,17064.580078,17131.859375,72500000.0,17131.859375,0.002925247040679979
2015-10-09,17054.689453,17110.880859,17027.230469,17084.490234,103730000.0,17084.490234,-0.0027649737231163485
2015-10-08,16904.169922,17081.279297,16859.339844,17050.75,100730000.0,17050.75,-0.001974904345278805
2015-10-07,16805.419922,16963.300781,16765.0,16912.289062,115690000.0,16912.289062,-0.008120518921455044
2015-10-06,16774.019531,16865.089844,16746.029297,16790.189453,120010000.0,16790.189453,-0.007219579120980368
2015-10-05,16502.099609,16798.369141,16502.099609,16776.429688,127660000.0,16776.429688,-0.0008195121942200512
2015-10-02,16258.25,16472.769531,16013.660156,16472.369141,136890000.0,16472.369141,-0.018124270339683335
2015-10-01,16278.620116999999,16348.870116999999,16073.820312,16272.009766,111420000.0,16272.009766,-0.012163361158614494
2015-09-30,16057.080078,16297.599609,16057.080078,16284.700195,145740000.0,16284.700195,0.0007798931528739672
2015-09-29,16001.759766,16118.889647999998,15942.370116999999,16049.129883000001,121160000.0,16049.129883000001,-0.014465744482807685
2015-09-28,16313.259766,16313.259766,15981.849609,16001.889647999998,139930000.0,16001.889647999998,-0.0029434763968133604
2015-09-25,16205.070312,16465.230469,16205.070312,16314.669922,130790000.0,16314.669922,0.019546458629596586
2015-09-24,16257.110352000002,16257.110352000002,16016.360352000002,16201.320312,122220000.0,16201.320312,-0.006947710897120207
2015-09-23,16332.80957,16355.290038999998,16211.980469,16279.889647999998,86030000.0,16279.889647999998,0.004849563769306231
2015-09-22,16477.449219,16477.449219,16221.730469,16330.469727000002,119010000.0,16330.469727000002,0.0031069055192407546
2015-09-21,16406.099609,16578.599609,16391.880859,16510.189453,90730000.0,16510.189453,0.011005177989636072
2015-09-18,16674.740234,16674.740234,16343.759766,16384.580078,341690000.0,16384.580078,-0.007607991135266889
2015-09-17,16738.080078,16933.429688,16639.929688,16674.740234,129600000.0,16674.740234,0.017709343456998816
2015-09-16,16599.509766,16755.980469,16593.900391,16739.949219,99620000.0,16739.949219,0.003910644728787771
2015-09-15,16382.580078,16644.109375,16382.580078,16599.849609,93050000.0,16599.849609,-0.008369177717754583
2015-09-14,16450.859375,16450.859375,16330.870116999999,16370.959961000002,92660000.0,16370.959961000002,-0.013788657933135773
2015-09-11,16330.400391,16434.759766,16244.650391,16433.089844,104630000.0,16433.089844,0.003795127661909037
2015-09-10,16252.570312,16441.939453,16212.080078,16330.400391,122690000.0,16330.400391,-0.006248943684653008
2015-09-09,16505.039062,16664.650391,16220.099609,16253.570312,118790000.0,16253.570312,-0.004704727205729897
2015-09-08,16109.929688,16503.410156,16109.929688,16492.679688,123870000.0,16492.679688,0.01471119092052442
2015-09-04,16371.759766,16371.759766,16026.610352000002,16102.379883000001,127270000.0,16102.379883000001,-0.023665032752923643
2015-09-03,16364.339844,16550.070312,16317.30957,16374.759766,109730000.0,16374.759766,0.01691550472533332
2015-09-02,16058.349609,16352.580078,16058.349609,16351.379883000001,133480000.0,16351.379883000001,-0.0014278000614422748
2015-09-01,16528.029297,16528.029297,15979.950195,16058.349609,171390000.0,16058.349609,-0.017920828461985283
2015-08-31,16632.019531,16632.019531,16444.050781,16528.029297,141440000.0,16528.029297,0.029248316261389906
2015-08-28,16649.419922,16669.970703,16535.179688,16643.009766,131790000.0,16643.009766,0.006956695618930642
2015-08-27,16285.509766,16666.689453,16285.509766,16654.769531,171980000.0,16654.769531,0.000706588842123157
2015-08-26,15676.259766,16303.75,15676.259766,16285.509766,208420000.0,16285.509766,-0.022171412478130592
2015-08-25,15882.269531,16312.94043,15651.240234,15666.44043,213220000.0,15666.44043,-0.038013506785796625
2015-08-24,16459.75,16459.75,15370.330078,15871.349609,293920000.0,15871.349609,0.013079498174174642
2015-08-21,16990.689453,16990.689453,16459.550781,16459.75,225170000.0,16459.75,0.03707311636978505
2015-08-20,17345.320312,17345.320312,16990.689453,16990.689453,128530000.0,16990.689453,0.032256835796412364
2015-08-19,17508.740234,17517.189453,17282.419922,17348.730469,104720000.0,17348.730469,0.021072777357882932
2015-08-18,17537.300781,17568.400391,17486.419922,17511.339844,79900000.0,17511.339844,0.009372984109157878
2015-08-17,17472.660156,17551.400391,17341.720703,17545.179688,73380000.0,17545.179688,0.0019324531590081406
2015-08-14,17410.119141,17492.900391,17394.060547,17477.400391,82120000.0,17477.400391,-0.0038631292585938892
2015-08-13,17401.640625,17481.779297,17341.339844,17408.25,88550000.0,17408.25,-0.003956560441083057
2015-08-12,17382.929688,17423.900391,17125.810547,17402.509766,120400000.0,17402.509766,-0.00032974216248049526
2015-08-11,17593.589844,17593.589844,17352.630859,17402.839844,103010000.0,17402.839844,1.8967264172609077e-05
2015-08-10,17375.179688,17629.130859,17375.179688,17615.169922,92430000.0,17615.169922,0.012200886746263295
2015-08-07,17414.939453,17414.939453,17279.080078,17373.380859,81800000.0,17373.380859,-0.01372618396930847
2015-08-06,17542.609375,17572.039062,17362.859375,17419.75,96170000.0,17419.75,0.0026689762560507813
2015-08-05,17555.240234,17661.369141,17492.900391,17540.470703,102450000.0,17540.470703,0.0069301053689059255
2015-08-04,17596.929688,17635.779297,17505.5,17550.689453,99060000.0,17550.689453,0.0005825812871858016
2015-08-03,17696.740234,17704.759766,17496.609375,17598.199219,87880000.0,17598.199219,0.002707002828990168
2015-07-31,17755.869141,17783.589844,17671.589844,17689.859375,106120000.0,17689.859375,0.005208496327342438
2015-07-30,17743.240234,17761.25,17640.849609,17745.980469,76650000.0,17745.980469,0.003172500855451066
2015-07-29,17631.400391,17776.779297,17629.199219,17751.390625,93140000.0,17751.390625,0.00030486655890626935
2015-07-28,17449.810547,17650.070312,17449.810547,17630.269531,103450000.0,17630.269531,-0.00682318904240764
2015-07-27,17561.779297,17561.779297,17399.169922,17440.589844,117860000.0,17440.589844,-0.010758751400055555
2015-07-24,17731.050781,17756.539062,17553.730469,17568.529297,103470000.0,17568.529297,0.007335729705495897
2015-07-23,17853.779297,17860.949219,17705.029297,17731.919922,88600000.0,17731.919922,0.009300187980328056
2015-07-22,17918.349609,17919.349609,17807.410156,17851.039062,112370000.0,17851.039062,0.006717780168418619
2015-07-21,18096.669922,18096.669922,17868.339844,17919.289062,100170000.0,17919.289062,0.0038233068541810855
2015-07-20,18085.910156,18137.119141,18064.5,18100.410156,75060000.0,18100.410156,0.010107604904041168
2015-07-17,18117.580078,18121.119141,18032.060547,18086.449219,106510000.0,18086.449219,-0.000771305007990386
2015-07-16,18078.160156,18131.609375,18065.330078,18120.25,85030000.0,18120.25,0.0018688455976474394
2015-07-15,18053.380859,18090.390625,18010.150391,18050.169922,80460000.0,18050.169922,-0.0038675006139539114
2015-07-14,17974.609375,18072.820312,17956.169922,18053.580078,76740000.0,18053.580078,0.00018892653170210494
2015-07-13,17787.269531,17987.570312,17787.269531,17977.679688,86380000.0,17977.679688,-0.004204173890833496
2015-07-10,17561.119141,17797.490234,17561.119141,17760.410156,85800000.0,17760.410156,-0.01208551580463546
2015-07-09,17530.380859,17764.849609,17530.380859,17548.619141,100520000.0,17548.619141,-0.011924894365598515
2015-07-08,17759.009766,17759.009766,17496.220703,17515.419922,69830000.0,17515.419922,-0.0018918422431558612
2015-07-07,17684.919922,17793.449219,17465.679688,17776.910156,105840000.0,17776.910156,0.014929144443266207
2015-07-06,17728.080078,17734.359375,17564.359375,17683.580078,90130000.0,17683.580078,-0.00525007311062442
2015-07-02,17763.320312,17825.490234,17687.519531,17730.109375,83080000.0,17730.109375,0.002631214765040024
2015-07-01,17638.119141,17801.830078,17638.119141,17757.910156,87010000.0,17757.910156,0.0015679982797625058
2015-06-30,17599.960938,17714.660156,17576.5,17619.509766,126460000.0,17619.509766,-0.007793731851562513
2015-06-29,17936.740234,17936.740234,17590.550781,17596.349609,116340000.0,17596.349609,-0.001314460919037086
2015-06-26,17892.029297,18013.150391,17892.029297,17946.679688,158120000.0,17946.679688,0.019909247473738345
2015-06-25,17977.109375,18036.099609,17890.359375,17890.359375,78990000.0,17890.359375,-0.0031382023850160534
2015-06-24,18139.099609,18139.099609,17966.070312,17966.070312,104980000.0,17966.070312,0.004231940533614864
2015-06-23,18121.779297,18188.810547,18108.099609,18144.070312,75970000.0,18144.070312,0.009907564476195452
2015-06-22,18027.630859,18181.669922,18027.630859,18119.779297,77780000.0,18119.779297,-0.0013387853211709322
2015-06-19,18116.240234,18117.710938,18010.580078,18015.949219,258300000.0,18015.949219,-0.005730206549325545
2015-06-18,17944.609375,18174.730469,17944.609375,18115.839844,94460000.0,18115.839844,0.0055445663054296546
2015-06-17,17909.580078,17998.0,17839.650391,17935.740234,92410000.0,17935.740234,-0.00994155454844381
2015-06-16,17787.429688,17919.619141,17774.119141,17904.480469,77510000.0,17904.480469,-0.0017428756545405655
2015-06-15,17890.759766,17890.759766,17698.419922,17791.169922,91920000.0,17791.169922,-0.006328614069321059
2015-06-12,18035.830078,18035.830078,17857.070312,17898.839844,83760000.0,17898.839844,0.006051874186579376
2015-06-11,18001.269531,18109.769531,18001.269531,18039.369141,89490000.0,18039.369141,0.007851307583329747
2015-06-10,17765.380859,18045.140625,17765.380859,18000.400391,96980000.0,18000.400391,-0.002160205808496407
2015-06-09,17766.949219,17817.830078,17714.970703,17764.039062,90550000.0,17764.039062,-0.01313089286159308
2015-06-08,17849.460938,17852.349609,17760.609375,17766.550781,86300000.0,17766.550781,0.00014139346300900968
2015-06-05,17905.380859,17940.779297,17822.900391,17849.460938,89140000.0,17849.460938,0.004666643403212767
2015-06-04,18072.470703,18087.150391,17876.949219,17905.580078,93470000.0,17905.580078,0.003144024359891251
2015-06-03,18018.419922,18168.089844,18010.419922,18076.269531,73120000.0,18076.269531,0.009532751927413097
2015-06-02,18033.330078,18091.869141,17925.330078,18011.939453,77550000.0,18011.939453,-0.003558813829904417
2015-06-01,18017.820312,18105.830078,17982.060547,18040.369141,85640000.0,18040.369141,0.0015783801668989295
2015-05-29,18128.119141,18128.119141,17967.740234,18010.679688,139810000.0,18010.679688,-0.0016457231427999819
2015-05-28,18154.140625,18154.140625,18066.400391,18126.119141,67510000.0,18126.119141,0.006409500085491571
2015-05-27,18045.080078,18190.349609,18045.080078,18162.990234,96400000.0,18162.990234,0.002034141600482098
2015-05-26,18229.75,18229.75,17990.019531,18041.539062,109440000.0,18041.539062,-0.006686738826333305
2015-05-22,18286.869141,18286.869141,18217.140625,18232.019531,78890000.0,18232.019531,0.010557883578857341
2015-05-21,18285.869141,18314.890625,18249.900391,18285.740234,84270000.0,18285.740234,0.0029465031511544115
2015-05-20,18315.060547,18350.130859,18272.560547,18285.400391,80190000.0,18285.400391,-1.858513768937531e-05
2015-05-19,18300.480469,18351.359375,18261.349609,18312.390625,87200000.0,18312.390625,0.0014760537599869394
2015-05-18,18267.25,18325.539062,18244.259766,18298.880859,79080000.0,18298.880859,-0.0007377390684073504
2015-05-15,18251.970703,18272.720703,18215.070312,18272.560547,108220000.0,18272.560547,-0.0014383563783385567
2015-05-14,18062.490234,18255.210938,18062.490234,18252.240234,91580000.0,18252.240234,-0.0011120670771747054
2015-05-13,18070.369141,18132.789062,18039.199219,18060.490234,85180000.0,18060.490234,-0.010505559730843994
2015-05-12,18096.160156,18119.179688,17924.800781,18068.230469,89270000.0,18068.230469,0.0004285728072555006
2015-05-11,18187.779297,18199.949219,18089.109375,18105.169922,86050000.0,18105.169922,0.0020444422082936953
2015-05-08,17933.640625,18205.230469,17933.640625,18191.109375,94960000.0,18191.109375,0.004746680278077564
2015-05-07,17840.25,17973.070312,17796.939453,17924.060547,80920000.0,17924.060547,-0.014680183736732633
2015-05-06,17934.810547,18019.75,17733.119141,17841.980469,100430000.0,17841.980469,-0.004579323852693662
2015-05-05,18062.529297,18086.009766,17905.710938,17928.199219,95340000.0,17928.199219,0.0048323531207650205
2015-05-04,18026.019531,18133.759766,18026.019531,18070.400391,86010000.0,18070.400391,0.007931704141780127
2015-05-01,17859.269531,18028.890625,17859.269531,18024.060547,91700000.0,18024.060547,-0.0025644060450966677
2015-04-30,18033.330078,18033.330078,17774.890625,17840.519531,129180000.0,17840.519531,-0.01018311137611827
2015-04-29,18093.689453,18096.460938,17953.689453,18035.529297,102080000.0,18035.529297,0.010930722373927892
2015-04-28,18035.900391,18119.650391,17917.359375,18110.140625,124930000.0,18110.140625,0.004136908142330364
2015-04-27,18097.890625,18175.560547,18024.660156,18037.970703,121110000.0,18037.970703,-0.003985055858725661
2015-04-24,18056.419922,18108.869141,18009.080078,18080.140625,119130000.0,18080.140625,0.0023378418057296013
2015-04-23,18031.900391,18133.029297,17966.769531,18058.689453,100240000.0,18058.689453,-0.001186449400196521
2015-04-22,17950.820312,18056.019531,17887.759766,18038.269531,91260000.0,18038.269531,-0.0011307532616441351
