Date,Open,High,Low,Close,Volume,Adj Close
2007-01-03,142.25,142.860001,140.570007,141.369995,94807600.0,116.673075
2007-01-04,141.229996,142.050003,140.610001,141.669998,69620600.0,116.920669
2007-01-05,141.330002,141.399994,140.380005,140.539993,76645300.0,115.988072
2007-01-08,140.820007,141.410004,140.25,141.190002,71655000.0,116.524527
2007-01-09,141.309998,141.600006,140.399994,141.070007,75680100.0,116.425494
2007-01-10,140.580002,141.570007,140.300003,141.539993,72428000.0,116.813375
2007-01-11,141.580002,142.619995,141.5,142.160004,54476800.0,117.325072
2007-01-12,142.149994,143.240005,142.110001,143.240005,55370600.0,118.2164
2007-01-16,143.070007,143.440002,142.729996,142.960007,44871300.0,117.985316
2007-01-17,142.850006,143.460007,142.729996,143.020004,50241400.0,118.034833
2007-01-18,143.169998,143.259995,142.309998,142.539993,68177300.0,117.638678
2007-01-19,142.539993,143.100006,142.460007,142.820007,56973000.0,117.869775
2007-01-22,143.070007,143.100006,141.929993,142.380005,60253600.0,117.506639
2007-01-23,142.259995,143.080002,142.059998,142.800003,54064400.0,117.853265
2007-01-24,142.970001,143.979996,142.910004,143.949997,55834700.0,118.802358
2007-01-25,143.860001,143.919998,142.009995,142.259995,73583800.0,117.407594
2007-01-26,142.570007,142.649994,141.580002,142.130005,67255600.0,117.300314
2007-01-29,142.190002,142.800003,141.740005,142.050003,66114600.0,117.234288
2007-01-30,142.350006,142.860001,142.059998,142.789993,70407600.0,117.845004
2007-01-31,142.630005,144.130005,142.399994,143.75,91868600.0,118.6373
2007-02-01,144.149994,144.660004,143.910004,144.610001,69312400.0,119.347061
2007-02-02,144.729996,144.949997,144.380005,144.809998,49607000.0,119.512119
2007-02-05,144.699997,144.940002,144.339996,144.850006,45705300.0,119.545139
2007-02-06,144.970001,145.029999,144.330002,144.889999,57081300.0,119.578145
2007-02-07,145.119995,145.360001,144.570007,145.210007,55669700.0,119.842248
2007-02-08,144.779999,145.119995,144.270004,145.020004,70641000.0,119.685439
2007-02-09,145.059998,145.330002,143.389999,143.940002,79084400.0,118.79411
2007-02-12,143.940002,144.039993,143.190002,143.449997,65657000.0,118.389707
2007-02-13,143.770004,144.899994,143.759995,144.660004,64081800.0,119.388329
2007-02-14,144.800003,145.899994,144.779999,145.610001,66039400.0,120.172364
2007-02-15,145.669998,145.949997,145.429993,145.800003,38715200.0,120.329174
2007-02-16,145.440002,145.759995,145.229996,145.729996,39841800.0,120.271397
2007-02-20,145.559998,146.199997,145.0,146.039993,56911800.0,120.527239
2007-02-21,145.610001,146.070007,145.350006,145.979996,63971600.0,120.477722
2007-02-22,146.050003,146.419998,145.169998,145.869995,79067400.0,120.386939
2007-02-23,145.740005,145.789993,145.029999,145.300003,71966200.0,119.916522
2007-02-26,145.830002,145.949997,144.75,145.169998,69192800.0,119.809229
2007-02-27,143.880005,144.199997,139.0,139.5,274466500.0,115.129763
2007-02-28,140.389999,141.979996,139.800003,140.929993,177536300.0,116.30994
2007-03-01,139.339996,141.25,138.050003,140.509995,212828600.0,115.963314
2007-03-02,140.050003,140.660004,138.660004,138.669998,162574000.0,114.44476
2007-03-05,137.929993,139.580002,137.330002,137.350006,143750400.0,113.355366
2007-03-06,138.779999,140.119995,137.720001,139.699997,143333300.0,115.294821
2007-03-07,139.589996,140.460007,139.399994,139.559998,115144900.0,115.179279
2007-03-08,140.539993,141.160004,140.070007,140.740005,117891600.0,116.153143
2007-03-09,141.309998,141.419998,140.080002,140.779999,107765100.0,116.186149
2007-03-12,140.419998,141.339996,140.160004,140.990005,80366900.0,116.359469
2007-03-13,140.179993,140.770004,138.039993,138.25,190605200.0,114.098134
2007-03-14,138.429993,139.360001,136.75,139.279999,231853800.0,114.948195
